対戦よろしくおねがいします,対戦よろしくおねがいします
対戦ありがとうございました,対戦ありがとうございました
マリガンチェック,マリガンチェック
こちらのターン,こちらのターン
お相手のターン,お相手のターン
回復して,回復して
回復されて,回復されて
くらって,くらって
あたえて,あたえて
